id,LGD
LN89457374,0.25700185
LN42418758,0.26173604
LN82159385,0.27645025
LN10410240,0.53807163
LN51744221,0.26113632
LN82387025,0.2726199
LN79112465,0.25221613
LN20246380,0.30521458
LN64671822,0.26484528
LN52524566,0.26965103
LN44932112,0.2689697
LN43275306,0.2840466
LN93376622,0.5245308
LN21532791,0.5299403
LN26759282,0.31264675
LN90377870,0.30116782
LN51713475,0.2583832
LN67466916,0.25231403
LN37125038,0.25230914
LN36462593,0.24031158
LN40757736,0.2629905
LN88743852,0.5345716
LN53058504,0.2669003
LN71564694,0.25807393
LN58937534,0.27785292
LN47803941,0.26003984
LN13552093,0.2539806
LN68167216,0.27412632
LN75775168,0.25595734
LN95964413,0.26906633
LN35607464,0.25841472
LN86233207,0.27162978
LN35336641,0.29773045
LN99143097,0.2736173
LN66147188,0.26996863
LN52530195,0.26221323
LN92664185,0.26249722
LN51909943,0.27758756
LN10686884,0.32008374
LN68214765,0.25960302
LN16934363,0.25945526
LN37300803,0.29625636
LN87006819,0.26246127
LN75979653,0.31552258
LN66841018,0.27828375
LN91632366,0.51210666
LN24320546,0.2756662
LN71223667,0.25869855
LN42628175,0.26939982
LN14216374,0.29557037
LN12894729,0.27408373
LN68392635,0.2666772
LN88615925,0.28059894
LN99570761,0.51721996
LN35296443,0.2775737
LN70879610,0.31690565
LN55992068,0.2622157
LN86455770,0.24998139
LN57081777,0.2557372
LN20647344,0.2634181
LN72446859,0.5245308
LN11603658,0.2650132
LN88417926,0.2486753
LN38489033,0.27072534
LN74175803,0.2968418
LN32464278,0.27038673
LN98548658,0.24852593
LN99328438,0.25897497
LN76085128,0.25631115
LN59586853,0.2910815
LN14542168,0.31427336
LN62521921,0.25962663
LN44774100,0.28127098
LN83358154,0.30061892
LN56441870,0.26259938
LN23626621,0.24686937
LN25582185,0.2631431
LN28702484,0.27284408
LN95843908,0.27228883
LN47403944,0.25093982
LN31291566,0.27474117
LN53002039,0.5371998
LN56042144,0.25957197
LN93254340,0.3136906
LN25961412,0.26225975
LN59517917,0.3001537
LN55904840,0.25437596
LN87162239,0.27200097
LN67180667,0.2642744
LN99617971,0.27581128
LN23652248,0.2593098
LN75905455,0.5286134
LN90383311,0.25442824
LN34630237,0.30513176
LN90805424,0.5384354
LN24952112,0.27123895
LN44897632,0.28510162
LN98590162,0.31007546
LN72160162,0.2791932
LN46216130,0.25437596
LN25958308,0.3019617
LN50672391,0.27474117
LN42493009,0.25173208
LN18798395,0.25093982
LN59672648,0.27795333
LN79274457,0.25866333
LN21079813,0.26956692
LN12503220,0.26140094
LN58336031,0.25731722
LN74050081,0.26774317
LN94108965,0.26003218
LN40549084,0.24960761
LN85803850,0.26965326
LN52183149,0.3023194
LN93537720,0.2666772
LN13374789,0.28481975
LN90100369,0.25621477
LN58170180,0.2935718
LN67699473,0.27573797
LN71876813,0.26731727
LN16909108,0.2566395
LN95314117,0.27861372
LN96852392,0.26944366
LN18467214,0.30773485
LN75409941,0.2737596
LN61564435,0.2981942
LN18110005,0.28740376
LN42234881,0.25700185
LN35169172,0.26062953
LN88036483,0.31552258
LN75365976,0.25547275
LN95243397,0.5143289
LN19463431,0.25375742
LN12264590,0.27639517
LN33828552,0.2940978
LN85531532,0.28764373
LN56642200,0.31232187
LN37216354,0.25093982
LN45622190,0.28957668
LN61230359,0.3041038
LN57985967,0.27038488
LN37685571,0.520362
LN56297600,0.27097288
LN86541699,0.27803034
LN96359180,0.26713786
LN57634022,0.26835477
LN16090444,0.25284684
LN76475474,0.28108174
LN62826427,0.2507372
LN37415500,0.2821335
LN83074120,0.2678799
LN83849376,0.269344
LN42867260,0.26342386
LN15644629,0.31168246
LN69093945,0.25715145
LN12287583,0.28688878
LN29108116,0.28719237
LN23599830,0.26060617
LN43833146,0.2634841
LN94847566,0.31551483
LN92749544,0.53026235
LN25239195,0.3023194
LN39728359,0.290259
LN32695100,0.24961497
LN11073090,0.26835477
LN34428101,0.2719933
LN11837183,0.28108174
LN41616094,0.54161346
LN27255121,0.29217488
LN54269651,0.2469001
LN22398940,0.2638911
LN19945363,0.27749607
LN19745284,0.5353505
LN89991592,0.27272213
LN92961762,0.25209138
LN82867057,0.2641698
LN88150227,0.24092732
LN78385652,0.26295638
LN79502139,0.52557534
LN87218152,0.308713
LN26639744,0.2622257
LN40041260,0.27143815
LN45410028,0.26249722
LN20466088,0.25868198
LN33612333,0.2654082
LN80633086,0.25462487
LN99334309,0.29052034
LN91300312,0.2717043
LN25611435,0.30226898
LN27940093,0.30504224
LN78800175,0.26561734
LN83189746,0.28033674
LN88545694,0.27290568
LN93183374,0.30956683
LN92749842,0.26040822
LN48642829,0.26713786
LN72761495,0.30155295
LN89049629,0.25621477
LN23119484,0.25029343
LN53974263,0.31048435
LN95031621,0.256179
LN51404684,0.31318343
LN86837038,0.51441675
LN56061900,0.27147907
LN28824373,0.27200097
LN51080640,0.27095214
LN16344623,0.27388412
LN99543428,0.269344
LN73489017,0.26450148
LN22047169,0.28122315
LN84670357,0.27910256
LN84264575,0.26676214
LN69163012,0.30414385
LN62353497,0.2612801
LN21476610,0.27242598
LN57692360,0.2696859
LN36636247,0.30365413
LN30100968,0.25846338
LN86434598,0.27909988
LN28529749,0.5104415
LN87520576,0.26637453
LN74382585,0.5259825
LN85707053,0.26423264
LN92062133,0.29217273
LN61722170,0.26130494
LN14982263,0.29249373
LN56121510,0.2510517
LN94519908,0.22083496
LN50872621,0.27321708
LN47559619,0.27330652
LN24749517,0.25807393
LN99252932,0.26150313
LN16386328,0.27581203
LN43780674,0.2555141
LN91088557,0.31765455
LN11265766,0.29589248
LN86097430,0.52122647
LN39699250,0.27318266
LN90292212,0.26636183
LN56877294,0.52836406
LN79079413,0.2741394
LN88018339,0.269597
LN77527015,0.26207817
LN39087905,0.26150313
LN95666976,0.5270843
LN18206515,0.2664239
LN84141358,0.2694313
LN34218694,0.26362023
LN17901430,0.25437596
LN41359298,0.25252524
LN48700240,0.25700185
LN85267513,0.277721
LN91727171,0.30506518
LN19655848,0.261252
LN70004794,0.26168883
LN19320421,0.27051535
LN60281287,0.26983553
LN45236624,0.26207253
LN32810035,0.25265297
LN45171750,0.51855487
LN99814863,0.2499513
LN51696767,0.30169892
LN89845274,0.2668083
LN42631393,0.52681494
LN65693754,0.2741362
LN48163112,0.28723508
LN84771296,0.5335122
LN93612882,0.2661025
LN59993650,0.25862187
LN16517662,0.32321706
LN67588139,0.26146504
LN70918856,0.27447897
LN22938746,0.28453594
LN52721499,0.2701296
LN37347069,0.27332136
LN11285432,0.27061197
LN13567049,0.2526647
LN74084982,0.5211623
LN96902116,0.24612089
LN29877888,0.3038763
LN14683896,0.27412632
LN90784912,0.30071616
LN18110616,0.2622157
LN17815103,0.24882601
LN24618852,0.25645462
LN60717154,0.5378725
LN83969642,0.24656393
LN80499815,0.30769727
LN22194251,0.26578894
LN31979061,0.25965342
LN87816709,0.25647628
LN24350267,0.27849662
LN95344395,0.269344
LN72083486,0.24343325
LN39538033,0.31556287
LN23078752,0.26449433
LN80981442,0.28417954
LN98642100,0.29613137
LN48519834,0.26893196
LN12810155,0.25569585
LN85219255,0.27916545
LN86687163,0.2546913
LN56113749,0.2718032
LN74661610,0.5237097
LN62672483,0.41649795
LN54920147,0.23346235
LN23111682,0.2781122
LN70480613,0.29143286
LN36496036,0.5217158
LN85434030,0.52756464
LN73869320,0.27526364
LN72353853,0.26145965
LN45013160,0.264719
LN81962046,0.283023
LN65450885,0.26170364
LN21513097,0.52911943
LN77904870,0.23203413
LN27968926,0.2535779
LN62340070,0.27038673
LN58590926,0.28861
LN37484898,0.26548052
LN53321522,0.53176594
LN22453302,0.25403383
LN20896207,0.2705567
LN99210819,0.26828754
LN57269693,0.31123322
LN13443482,0.26258895
LN25126269,0.2747799
LN19337842,0.26260492
LN57051966,0.52686673
LN44387375,0.24274902
LN59562022,0.2555299
LN57897603,0.41391775
LN97140571,0.2499513
LN93521183,0.2770875
LN84530225,0.2577822
LN28888658,0.3194259
LN17550960,0.2710588
LN98027683,0.2575565
LN59154101,0.25434917
LN64320362,0.26640603
LN79316823,0.30417037
LN55619399,0.27273786
LN15419798,0.25406387
LN88634309,0.31277308
LN92969530,0.27406406
LN80547545,0.23217271
LN13539394,0.26036462
LN86337087,0.27471176
LN54786248,0.31142783
LN70539696,0.2823129
LN67399917,0.27765164
LN47002868,0.27019945
LN23513877,0.31178302
LN36804737,0.26889
LN14361986,0.26647294
LN65557501,0.26303616
LN22569330,0.5216046
LN70042564,0.31117034
LN38131811,0.30141893
LN44233509,0.28083447
LN93241387,0.2705168
LN63401529,0.5155668
LN91877057,0.51174057
LN74311009,0.2678799
LN88842029,0.2597844
LN25208027,0.27331024
LN17931532,0.26994103
LN92628805,0.2581873
LN51904078,0.26800734
LN20281736,0.25173208
LN26585222,0.26800907
LN86339998,0.25864208
LN45915625,0.27296308
LN65188303,0.31109527
LN57890118,0.28453594
LN62007100,0.28073293
LN13887957,0.26774096
LN33314984,0.2804845
LN28691644,0.25635856
LN71498348,0.2649024
LN22302167,0.31513426
LN16445900,0.27593616
LN67463755,0.2703974
LN68684531,0.31025282
LN67137739,0.30462268
LN13837801,0.26961517
LN71371207,0.28821272
LN38533593,0.25761566
LN93071762,0.32168648
LN18889118,0.27593616
LN69343920,0.28145516
LN69593400,0.2614751
LN95942295,0.27765164
LN31227031,0.25093982
LN70029007,0.2757839
LN15944278,0.24850087
LN46730773,0.2535975
LN38614961,0.27577105
LN34875298,0.25885352
LN28313616,0.26807347
LN71530159,0.2535975
LN87500288,0.25711462
LN76523246,0.26799655
LN31425667,0.26061517
LN29212530,0.25872964
LN83391041,0.2617661
LN48672153,0.28108174
LN33312338,0.2535779
LN50907948,0.25711462
LN65406615,0.3220068
LN49821775,0.2757839
LN71267798,0.25700185
LN91816014,0.25674492
LN97818059,0.27849662
LN29661907,0.2737596
LN52692941,0.26986024
LN48507255,0.26764393
LN94122282,0.29521212
LN70567900,0.25816366
LN97387494,0.26911432
LN43845213,0.26648548
LN44624955,0.2571863
LN72592654,0.27273786
LN18047548,0.263917
LN50864996,0.30830985
LN10849922,0.26470408
LN15480903,0.29280218
LN64516433,0.27265143
LN15845727,0.25960302
LN76155150,0.2985084
LN20164980,0.5201599
LN78864182,0.24998139
LN10045654,0.27038673
LN24946345,0.2486753
LN29868214,0.27143815
LN22661966,0.26260492
LN31448356,0.27047172
LN36387290,0.27296308
LN94866879,0.5300448
LN23740042,0.2603552
LN38340574,0.26456672
LN17553010,0.2562601
LN30191786,0.26916912
LN12763922,0.24400838
LN71420082,0.26147768
LN88495569,0.2600179
LN38300097,0.26807347
LN31791484,0.29817155
LN67089601,0.26990905
LN23306400,0.24845229
LN64707629,0.27514017
LN39603264,0.2686618
LN53220539,0.25520673
LN63412457,0.2739034
LN92671696,0.25093982
LN47199792,0.2662356
LN37652704,0.3112582
LN52040336,0.25700185
LN73572383,0.2548925
LN27018133,0.26196557
LN13018950,0.27614543
LN86935656,0.26509836
LN59547104,0.27263087
LN33522730,0.27115056
LN65421846,0.27072534
LN81902097,0.3136906
LN25930501,0.27205992
LN97031634,0.26054907
LN29507021,0.31988212
LN74674881,0.27253497
LN73135824,0.29595906
LN85550396,0.2752574
LN73880643,0.25349328
LN12215805,0.23288731
LN50142595,0.2525047
LN59696639,0.27678913
LN65579527,0.26465467
LN58156415,0.2715757
LN37358666,0.2621366
LN65391379,0.31552258
LN68272782,0.26587617
LN24159786,0.27491495
LN61552015,0.31427336
LN17752900,0.524523
LN46991222,0.28429326
LN46770204,0.25510588
LN44862924,0.28089908
LN43674586,0.27019945
LN87866450,0.23475768
LN87642753,0.2718032
LN87921362,0.2679575
LN81436524,0.24231224
LN66270089,0.26688266
LN54188423,0.2752574
LN36596156,0.2640027
LN33524284,0.32237247
LN76688630,0.2610645
LN19892146,0.24394627
LN48426689,0.27710205
LN65919268,0.28177372
LN97925834,0.2727735
LN14112407,0.27385607
LN20343206,0.2839508
LN39991689,0.27231762
LN90389765,0.261003
LN94473159,0.27044106
LN56247920,0.25807393
LN17010833,0.28031212
LN85131595,0.26800203
LN72658741,0.25796872
LN99345881,0.24907942
LN59568418,0.29945597
LN23491735,0.26705745
LN59202202,0.26288447
LN82794042,0.26633707
LN61179006,0.5168222
LN20779899,0.26157612
LN68226538,0.2736711
LN57485044,0.2788961
LN93281964,0.26770046
LN53602487,0.26115415
LN11019481,0.27038488
LN51045583,0.53087026
LN40553414,0.51481545
LN53215554,0.26939106
LN84823579,0.26588824
LN59774695,0.26343668
LN59577649,0.24686937
LN74812611,0.27545977
LN15629005,0.52289444
LN96217095,0.2642744
LN28151418,0.30532193
LN34027689,0.27080053
LN64052148,0.2568541
LN70298874,0.29010886
LN63851649,0.26467368
LN66612474,0.23160459
LN88852888,0.26003984
LN81018523,0.29160747
LN43988164,0.293799
LN21154857,0.2654556
LN83407438,0.27963224
LN97172081,0.24352203
LN15888840,0.2697152
LN85162535,0.26372716
LN97176698,0.2785695
LN86429748,0.2981942
LN64550444,0.26886478
LN56132880,0.52033556
LN52433715,0.26098433
LN84965032,0.28453594
LN69909199,0.25768474
LN29841306,0.30433226
LN67284657,0.26264098
LN83355927,0.27096242
LN60707727,0.2752574
LN72130228,0.26830456
LN33153734,0.27322045
LN32651899,0.26830098
LN32263563,0.52520734
LN38465761,0.2680394
LN33160056,0.292791
LN76158589,0.2640513
LN68272909,0.5147683
LN77659407,0.30830985
LN39500955,0.27130386
LN32333539,0.25093982
LN80953427,0.28725347
LN27575210,0.29544282
LN39004027,0.25150874
LN15758037,0.26571622
LN95849118,0.26487306
LN96891062,0.2810158
LN74776558,0.27273786
LN14909617,0.25029343
LN73390563,0.2819188
LN20465013,0.26395744
LN19513374,0.26835477
LN95256758,0.51852477
LN33047718,0.25456834
LN11343686,0.25711295
LN48210067,0.28108174
LN55399992,0.25309747
LN41357221,0.25666502
LN11081179,0.2891672
LN19338357,0.31558546
LN24701718,0.2841381
LN85204103,0.26020694
LN40670354,0.25831404
LN37689489,0.27912372
LN76404347,0.25856516
LN70121325,0.25437596
LN94533286,0.26616558
LN18045934,0.25945526
LN38261995,0.25897497
LN90247141,0.28429326
LN98804721,0.26608542
LN57358969,0.27544188
LN91821730,0.3955773
LN80823125,0.29826123
LN49612025,0.26258388
LN15165960,0.27752647
LN56983839,0.25823924
LN79921643,0.2555141
LN70310494,0.2792375
LN82801753,0.3016865
LN95592220,0.52122647
LN12596038,0.27474117
LN37826649,0.277721
LN65249270,0.26997074
LN97230948,0.2731774
LN45502144,0.25380045
LN24441661,0.3130046
LN71288923,0.27544188
LN26898550,0.26695955
LN12039917,0.26138562
LN74368537,0.2965854
LN72973847,0.25629064
LN22513019,0.2935718
LN34461729,0.26328218
LN24355900,0.26003218
LN46640285,0.26394257
LN93610326,0.25471017
LN62918956,0.25863814
LN97160938,0.2745547
LN49553155,0.2577115
LN49560529,0.28022105
LN27162574,0.26987046
LN48344328,0.26396233
LN46652055,0.51537764
LN46086640,0.24615411
LN60915583,0.26079094
LN16999996,0.2653812
LN24575387,0.52300173
LN96897211,0.2743464
LN83527114,0.2867506
LN75593926,0.31117034
LN53102099,0.269344
LN59711320,0.29211625
LN90507306,0.31109527
LN71009678,0.24377604
LN39336633,0.2580281
LN19625759,0.2905244
LN62414371,0.2625386
LN44958334,0.27850732
LN52544907,0.5157664
LN83997494,0.29308245
LN45416624,0.27475446
LN90888477,0.44451648
LN49165184,0.28444403
LN10712488,0.2651763
LN66801491,0.2713456
LN11983550,0.2701036
LN61909081,0.25403383
LN96899914,0.30590057
LN36753980,0.26993206
LN92568405,0.2625756
LN87274589,0.26896298
LN45110791,0.2712941
LN87405651,0.27388412
LN62512316,0.30028048
LN39118740,0.28231665
LN82566232,0.5255204
LN67671616,0.27053082
LN11054407,0.27170494
LN92067694,0.277721
LN99551338,0.24968942
LN65148904,0.2775432
LN38123473,0.27203628
LN43327183,0.2543533
LN78432451,0.26470408
LN13935953,0.26398072
LN86071788,0.26615047
LN75810249,0.27490568
LN77249632,0.2762445
LN76030544,0.27273786
LN62057147,0.26759776
LN66533236,0.25093982
LN68870973,0.27021736
LN32208302,0.52183604
LN35340648,0.27785292
LN14824682,0.25354096
LN75581360,0.27547917
LN84095349,0.31936306
LN35317883,0.27421454
LN64550293,0.2640027
LN44250443,0.25510588
LN95713919,0.3067018
LN50391565,0.3108848
LN90822037,0.27638888
LN78652496,0.28914836
LN25566250,0.52869076
LN85296383,0.5187779
LN48728735,0.2576729
LN56693819,0.26467305
LN34517861,0.287765
LN32371562,0.29082182
LN24453041,0.27884972
LN39213601,0.26356587
LN92140311,0.24428286
LN68845357,0.27403304
LN44874258,0.2840197
LN56348934,0.26158914
LN81495119,0.25663495
LN89235634,0.26470408
LN58993700,0.26986024
LN30364247,0.25226656
LN32686512,0.25697708
LN66868877,0.3016865
LN33463205,0.29250485
LN94117378,0.25663495
LN86420028,0.27031595
LN25079561,0.26732677
LN31358060,0.31048435
LN50161245,0.25406387
LN21847267,0.2795393
LN94352922,0.27038488
LN60860771,0.26163054
LN36122805,0.51855487
LN40138596,0.24615411
LN16895085,0.25139025
LN19688470,0.27015966
LN37625316,0.2865321
LN31887479,0.28719237
LN12084033,0.2635348
LN60157450,0.27567583
LN60230814,0.25125518
LN71439010,0.27349654
LN86308516,0.27165598
LN34126571,0.24355291
LN16157115,0.26113632
LN64477604,0.28329328
LN22973048,0.30467397
LN14615417,0.26207817
LN46137734,0.2525047
LN17389878,0.27608377
LN53607661,0.27785292
LN19988416,0.25546643
LN61322898,0.264729
LN51468911,0.26589742
LN43934063,0.25762632
LN53050669,0.294422
LN60109332,0.27354687
LN66247743,0.28168076
LN34942034,0.2745019
LN51540203,0.3023194
LN47628275,0.27619207
LN66299198,0.2662047
LN27910809,0.27304992
LN50525713,0.2739163
LN94806630,0.2546913
LN48753720,0.5222112
LN17605602,0.3189277
LN57290947,0.25960302
LN72298484,0.27903977
LN41699255,0.25547275
LN60727911,0.25223497
LN42327548,0.28351483
LN48257181,0.27406406
LN63934907,0.52404624
LN24439442,0.26370916
LN64812164,0.25552818
LN30183546,0.24857046
LN61435247,0.26150313
LN67648613,0.24553244
LN30811286,0.25650358
LN90475180,0.2691958
LN89625175,0.26844165
LN41169127,0.2469001
LN54515586,0.31015465
LN19263110,0.26660386
LN60815613,0.25315028
LN34498640,0.26990905
LN63773455,0.27363724
LN50518783,0.26882067
LN39803052,0.28968272
LN10573997,0.27619207
LN23980167,0.25594968
LN22368648,0.27200097
LN82727381,0.25125518
LN41926090,0.2719561
LN46405840,0.29337415
LN85380521,0.52815974
LN70536130,0.26137185
LN37260825,0.28205884
LN95664625,0.23957093
LN81490584,0.2640513
LN59658152,0.27488488
LN56548911,0.27567583
LN64270978,0.2579162
LN70534688,0.26778835
LN84858162,0.26077217
LN31849790,0.28101596
LN77357952,0.26391605
LN92041834,0.26311257
LN54305658,0.27017218
LN21527739,0.2667181
LN80294934,0.26061076
LN26539312,0.2732501
LN62648742,0.31123322
LN33902235,0.25700185
LN86905922,0.31081924
LN41295143,0.5248741
LN80972536,0.2669003
LN54687439,0.26696908
LN20789650,0.28199893
LN55746023,0.26249722
LN82903805,0.28968272
LN90536187,0.2700012
LN42510858,0.25511912
LN18046178,0.3136906
LN76922083,0.25960302
LN33506032,0.26769468
LN44052444,0.2736173
LN23236935,0.25952977
LN17156112,0.51699555
LN64419408,0.2770944
LN70653833,0.2754118
LN15778933,0.26812416
LN36722263,0.30222115
LN30850636,0.2671706
LN74248752,0.3041038
LN61351543,0.26493415
LN57710355,0.24553244
LN79705631,0.28429326
LN73136775,0.27875105
LN26921268,0.27784988
LN66696637,0.5226073
LN62249522,0.25551662
LN89793361,0.2528883
LN99777207,0.27661428
LN17101380,0.27752677
LN53891741,0.26207253
LN18077422,0.2728508
LN18484632,0.28245434
LN30740201,0.27231762
LN17047875,0.27544188
LN97978669,0.27864945
LN29992261,0.24575554
LN71919309,0.529664
LN20902460,0.26695937
LN91973713,0.25299123
LN14327134,0.5184975
LN80226478,0.28115112
LN30383414,0.2888754
LN23281994,0.25700185
LN59026039,0.3130046
LN88059813,0.270625
LN19086181,0.2754454
LN79890528,0.25924218
LN34191769,0.27327704
LN51780448,0.28108174
LN88796305,0.28074887
LN98730396,0.30467397
LN26517578,0.2781493
LN98328958,0.26207817
LN62648408,0.27005622
LN77302965,0.25291932
LN43113558,0.28351483
LN62558178,0.27171302
LN80942561,0.25934568
LN74356147,0.27785292
LN59049034,0.2566395
LN57033356,0.26589742
LN48643361,0.3136906
LN10397974,0.26218978
LN82848043,0.2621683
LN91352881,0.26828164
LN53376610,0.275798
LN57959124,0.2595191
LN99101169,0.29589248
LN32596088,0.27138618
LN89609540,0.27406406
LN72846137,0.26925784
LN32961418,0.27284592
LN47941098,0.27582613
LN74480856,0.2690818
LN29334204,0.26939106
LN82551458,0.31236306
LN28156416,0.26020694
LN29524329,0.2677344
LN14012851,0.27474117
LN41455501,0.23255612
LN53533057,0.25968975
LN78840833,0.27743345
LN57687726,0.25982612
LN84469431,0.26774207
LN28775849,0.2655742
LN98728411,0.26401845
LN54708433,0.26192704
LN13955508,0.24959023
LN77593629,0.5282143
LN33024618,0.27666166
LN47893658,0.301276
LN82155981,0.25223497
LN61061868,0.25547275
LN67162058,0.27785292
LN42528650,0.30304736
LN54845301,0.27598736
LN31561345,0.2777736
LN51709708,0.29871044
LN61303422,0.27169165
LN71961685,0.2928892
LN46326726,0.2987467
LN50915726,0.27437317
LN37733561,0.26393226
LN69065906,0.31015465
LN84571171,0.27488586
LN13741341,0.57492423
LN79021481,0.50377005
LN19791452,0.28633776
LN49384189,0.26218596
LN64738859,0.31611532
LN40759735,0.2595191
LN95058899,0.269344
LN47991164,0.25723234
LN78248547,0.27923426
LN36244957,0.27228168
LN53752763,0.5255892
LN61821747,0.27514017
LN82670707,0.30801174
LN84708301,0.2692092
LN91138242,0.24998139
LN99648034,0.24961497
LN76688741,0.24652724
LN86584204,0.28518054
LN55152038,0.27693102
LN22608860,0.2664983
LN47967679,0.24256442
LN90446716,0.2549144
LN42390484,0.27860463
LN19377016,0.27521473
LN62618884,0.53006727
LN61100974,0.27017218
LN75731485,0.27526364
LN64774756,0.2468573
LN85915227,0.30071616
LN96255469,0.2580281
LN23084035,0.5209549
LN76801609,0.52482665
LN87534608,0.2981942
LN48904771,0.27818304
LN82358673,0.27837712
LN25583974,0.27222925
LN19009160,0.27152896
LN39548588,0.22895299
LN26558102,0.2985084
LN82946237,0.5213493
LN73978768,0.29796472
LN11767928,0.30687323
LN58757549,0.2693631
LN70084854,0.2727735
LN11041376,0.28462356
LN12609532,0.24936439
LN47296900,0.2576589
LN44626157,0.254517
LN64429480,0.29595906
LN98231163,0.31552258
LN61525935,0.2665335
LN80010554,0.26470408
LN96219730,0.2911507
LN99023092,0.26482013
LN78233115,0.31802022
LN60129345,0.2630162
LN64682992,0.51410586
LN52971337,0.25437596
LN78785581,0.2752574
LN87390340,0.25960302
LN25149555,0.3136906
LN41016906,0.26011148
LN22950524,0.27107581
LN39418580,0.30640492
LN35719760,0.26526868
LN14920247,0.25754032
LN28092123,0.27474117
LN64956729,0.26084036
LN54926171,0.26629415
LN21045317,0.295633
LN40192371,0.27527145
LN21283262,0.2754454
LN31895186,0.2981942
LN78585834,0.27416515
LN16524488,0.26181254
LN52245551,0.26602998
LN20740910,0.28910786
LN85087295,0.25970283
LN28876601,0.27015617
LN79335636,0.31307775
LN71110280,0.25403383
LN38493526,0.28650463
LN43087404,0.25896418
LN73148214,0.2692721
LN81442861,0.28080392
LN97502112,0.27415484
LN38802335,0.27192032
LN48214692,0.31121284
LN30411542,0.27571306
LN73448552,0.2717034
LN13161087,0.53650135
LN13930827,0.3201119
LN98685585,0.25960302
LN94468867,0.25510588
LN50764999,0.27864945
LN82930213,0.26264098
LN47300288,0.53179604
LN45741509,0.2797612
LN63258161,0.5207565
LN16897575,0.2821335
LN81675770,0.26830456
LN62451759,0.2614324
LN98897135,0.26809904
LN22642515,0.26012173
LN85351089,0.28350893
LN91468397,0.25864208
LN33475837,0.2665962
LN61915269,0.2621689
LN59575525,0.29556862
LN74871957,0.28376633
LN19154697,0.52836543
LN17769006,0.26288447
LN89040550,0.26770046
LN53655493,0.2669003
LN57032151,0.31048435
LN98627286,0.2633938
LN45566532,0.2666772
LN96351681,0.31759164
LN60245439,0.30210426
LN56612635,0.29526907
LN70314070,0.27595344
LN14732497,0.23196457
LN98398014,0.2640513
LN67272272,0.30771968
LN99458580,0.26264098
LN95300406,0.25841472
LN58552801,0.2981942
LN76733266,0.26003048
LN20324980,0.26348594
LN97658755,0.5286056
LN16263377,0.2757839
LN62434867,0.28407827
LN25289047,0.26258838
LN37194467,0.27416074
LN76187579,0.2788961
LN73397997,0.25960302
LN60474097,0.27195358
LN67359552,0.5255442
LN55034274,0.24554719
LN37782256,0.26774207
LN36431515,0.26055884
LN48995127,0.25139025
LN68868593,0.3038763
LN69888588,0.25956777
LN56924731,0.2730714
LN80187758,0.28108174
LN44150089,0.26997074
LN72104268,0.26770046
LN35102404,0.2981942
LN50467885,0.27521622
LN86560920,0.2566061
LN39293226,0.2749774
LN70385325,0.27508733
LN43425439,0.28083447
LN61920580,0.27567583
LN12292275,0.26676252
LN44512571,0.28453594
LN89367939,0.29232645
LN58119224,0.28574795
LN78632809,0.26525062
LN70901409,0.25887397
LN11011550,0.29340732
LN54923991,0.25852457
LN85255065,0.25291932
LN75318625,0.25547275
LN33228721,0.25291932
LN62289757,0.28699332
LN73423344,0.25125518
LN34851851,0.29628575
LN15198876,0.2687097
LN81519978,0.2704481
LN44963171,0.25846788
LN74038997,0.29166692
LN29396889,0.25700185
LN98869900,0.25434917
LN53657924,0.2694008
LN76762694,0.26467368
LN94737867,0.5142207
LN64094016,0.30915502
LN54396240,0.27381077
LN40006024,0.3189277
LN85795454,0.27326807
LN63360391,0.27355823
LN11614162,0.28376633
LN43367184,0.26637596
LN51221820,0.30154797
LN82490147,0.2397558
LN54327316,0.30773485
LN78919525,0.25291932
LN80248426,0.31186485
LN86532338,0.27614468
LN18463838,0.26496577
LN85424198,0.271449
LN12873790,0.28108174
LN81606479,0.2906893
LN96475175,0.2961558
LN95234489,0.27644074
LN47077824,0.25979263
LN92192647,0.2603563
LN51689946,0.52557534
LN65052037,0.2727735
LN92867929,0.2494107
LN29198052,0.2612801
LN53520527,0.2704955
LN30623682,0.26427066
LN77021900,0.23830523
LN14961480,0.2589732
LN98943011,0.22766013
LN81072287,0.2617661
LN26284759,0.27567583
LN52497288,0.23305152
LN15706930,0.26636183
LN72826128,0.263213
LN85124734,0.27491495
LN10577846,0.27725613
LN46783604,0.27307415
LN39616153,0.25851077
LN60334087,0.26986024
LN40542677,0.2518209
LN51976227,0.27247262
LN49149524,0.28453594
LN32435046,0.2535975
LN73160665,0.269344
LN90317897,0.27053082
LN84146292,0.31786978
LN47175081,0.26905376
LN18421494,0.25649685
LN31559241,0.53107077
LN29068557,0.26811427
LN14963562,0.26339808
LN42756555,0.2640743
LN84250334,0.26249722
LN34477365,0.2935718
LN67207019,0.2577115
LN73282140,0.26154235
LN76373220,0.26389268
LN51478709,0.2705143
LN91135221,0.28108174
LN69688184,0.26940587
LN76247244,0.26969522
LN75264367,0.28764373
LN23363233,0.2609209
LN73715954,0.29280218
LN87883854,0.30036733
LN99264489,0.28616375
LN38035026,0.26467305
LN55515683,0.27631953
LN20328739,0.27651626
LN66652735,0.27390942
LN38534555,0.27169728
LN45338740,0.26003984
LN19372668,0.26492718
LN58108294,0.26604104
LN88371741,0.25139025
LN94028387,0.26657617
LN45198168,0.25029343
LN22411648,0.26138768
LN50176101,0.26029104
LN83626700,0.30096576
LN94949066,0.2692092
